attack_technique_id,attack_technique,mitigation_id,mitigation,mitigation_desc,controls
T1561,Disk Wipe,CM1143,Switch to Alternate System or Component,Switch (failover) to another system or system component that provides approximately the same functionality in a different way.,CP-2(5) | IR-4(2) | SA-17(9) | SC-22 | SC-29
T1561,Disk Wipe,CM1145,Defend Failover and Recovery,Increase sensor activity and restrict privileges to defend against an adversary taking advantage of failover or recovery activities.,AC-2(6) | IR-4(2) | IR-4(3) | SC-48 | SC-48(1) | SC-7(20) | SI-4(1)
T1561,Disk Wipe,CM2007,Host Event Detection,Detect anomalous or unauthorized events on hosts (e.g. servers endpoint systems).,CM-8(3) | IR-4(13) | SI-4(2)
T1562,Impair Defenses,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1562,Impair Defenses,CM1115,Lock Down Thin Nodes,Minimize local functionality and disallow writable storage.,SC-25 | SC-34 | SC-34(1)
T1562,Impair Defenses,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1563,Remote Service Session Hijacking,CM1127,Minimize Duration of Connection or Session,Minimize the time period for which a connection remains open or a session remains active requiring reauthorization to reestablish connectivity.,AC-12 | SC-10 | SC-7(10) | SI-14(3)
T1563,Remote Service Session Hijacking,CM1146,Refresh Sessions or Connections,Terminate and re-establish sessions or network connections unpredictably to disrupt adversary use.,SC-23(3) | SC-30(2) | SI-14(3)
T1563,Remote Service Session Hijacking,CM2021,Account Monitoring,Monitor and analyze activity associated with user accounts for indications of unusual or suspicious use.,AC-2(12) | IR-4(13) | SI-4(2)
T1565,Data Manipulation,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1565,Data Manipulation,CM1120,Trusted Path,Provide an isolated communications path between the user and security functions.,SC-11
T1565,Data Manipulation,CM1137,Validate Data Properties,Validate data properties (including binaries metadata and cryptographic bindings) to defend against modification or fabrication.,PL-8(1) | SC-16(1) | SC-16(3) | SI-7 | SI-7(1)
T1565,Data Manipulation,CM1138,Switch to Alternative Data Sources,Switch to one or more alternative data sources to ensure adequate data quality or rebuild destroyed data.,IR-4(2) | SI-22
T1565,Data Manipulation,CM1155,Validate Output Data,Validate information output from processes or applications against defined criteria.,SI-15
T1565,Data Manipulation,CM2006,Analyze File Contents,Analyze the contents of specific files or types of files for suspicious contents.,SR-10
T1566,Phishing,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1566,Phishing,CM1103,Detonation Chamber,Use a dynamic execution environment to handle potentially harmful incoming data.,SC-44
T1566,Phishing,CM1123,Active Decoys,Use one or more factitious systems or other resources to identify malicious sites interact with the adversary actively probe for malicious code and observe adversary TTPs.,SC-26 | SC-35 | SC-44
T1567,Exfiltration Over Web Service,CM1112,Covert Signaling,Use hidden logic to enable exfiltrated data to signal its location or embed hidden data that can be the subject of a search.,SI-20
T1567,Exfiltration Over Web Service,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1567,Exfiltration Over Web Service,CM1114,Fragment Information,Fragment information and distribute it across multiple locations.,SI-23
T1567,Exfiltration Over Web Service,CM1153,Modulate Information Flows,Use controlled interfaces and communication paths to provide access to risky capabilities or filter communications between enclaves.,AC-4(27) | AC-4(29) | AC-4(30) | SC-46 | SC-7(15)
T1567,Exfiltration Over Web Service,CM2042,Analyze Outgoing Traffic Patterns,Analyze outgoing traffic for patterns of behavior that indicate adversary communications.,IR-4(13) | SI-4(18)
T1568,Dynamic Resolution,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1568,Dynamic Resolution,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1569,System Services,CM1131,Active Deception,Maintain an internal deception environment divert suspicious traffic to that environment and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.,AC-4(3) | IR-4(2) | IR-4(3) | SC-26 | SC-30(4) | SC-7(21) | SI-3(10)
T1569,System Services,CM2004,Monitor Logs,Monitor system and application logs for anomalous or suspicious behavior.,AU-6 | IR-4(13) | SI-4(11) | SI-4(2)
T1569,System Services,CM2035,Monitor Specific Files,Monitor the use of specific files or directories for anomalous or suspicious uses or access attempts.,AU-6
T1569,System Services,CM2038,Monitor Command Line Use,Monitor command line interface use for common utilities (part of the system or installed by an adversary) and suspicious behavior.,IR-4(13) | SI-4(13) | SI-4(2) | SI-4(4)
T1570,Lateral Tool Transfer,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1570,Lateral Tool Transfer,CM1108,Dynamically Restrict Traffic or Isolate Resources,Dynamically reconfigure networks to restrict network traffic or isolate resources.,AU-5(3) | IR-4(2) | SC-7(20)
T1570,Lateral Tool Transfer,CM1115,Lock Down Thin Nodes,Minimize local functionality and disallow writable storage.,SC-25 | SC-34 | SC-34(1)
T1570,Lateral Tool Transfer,CM1153,Modulate Information Flows,Use controlled interfaces and communication paths to provide access to risky capabilities or filter communications between enclaves.,AC-4(27) | AC-4(29) | AC-4(30) | SC-46 | SC-7(15)
T1570,Lateral Tool Transfer,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1571,Non-Standard Port,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1571,Non-Standard Port,CM2041,Analyze Network Traffic Content,Analyze the contents of network traffic.,IR-4(13) | SI-4(10) | SI-4(25)
T1572,Protocol Tunneling,CM1151,Defend Enclave Boundaries,Maintain distinct enclaves based on security characteristics and use stringent filtering to defend the enclave boundary.,AC-4(12) | AC-4(17) | AC-4(21) | AC-4(8) | SC-7(21) | SC-7(22)
T1572,Protocol Tunneling,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1572,Protocol Tunneling,CM2041,Analyze Network Traffic Content,Analyze the contents of network traffic.,IR-4(13) | SI-4(10) | SI-4(25)
T1572,Protocol Tunneling,CM2047,Monitor Network Usage,Monitor network usage for anomalous behavior.,IR-4(13) | SI-4(11) | SI-4(13)
T1573,Encrypted Channel,CM1151,Defend Enclave Boundaries,Maintain distinct enclaves based on security characteristics and use stringent filtering to defend the enclave boundary.,AC-4(12) | AC-4(17) | AC-4(21) | AC-4(8) | SC-7(21) | SC-7(22)
T1573,Encrypted Channel,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1573,Encrypted Channel,CM2041,Analyze Network Traffic Content,Analyze the contents of network traffic.,IR-4(13) | SI-4(10) | SI-4(25)
T1574,Hijack Execution Flow,CM1123,Active Decoys,Use one or more factitious systems or other resources to identify malicious sites interact with the adversary actively probe for malicious code and observe adversary TTPs.,SC-26 | SC-35 | SC-44
T1574,Hijack Execution Flow,CM1137,Validate Data Properties,Validate data properties (including binaries metadata and cryptographic bindings) to defend against modification or fabrication.,PL-8(1) | SC-16(1) | SC-16(3) | SI-7 | SI-7(1)
T1574,Hijack Execution Flow,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1574,Hijack Execution Flow,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1578,Modify Cloud Compute Infrastructure,CM2023,Centralize and Analyze Instance Logging,Centralize instance logging in a cloud or container environment and analyze.,AU-6(5) | IR-4(4)
T1580,Cloud Infrastructure Discovery,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1580,Cloud Infrastructure Discovery,CM2004,Monitor Logs,Monitor system and application logs for anomalous or suspicious behavior.,AU-6 | IR-4(13) | SI-4(11) | SI-4(2)
T1583,Acquire Infrastructure,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1583,Acquire Infrastructure,CM1107,Adversarial Simulation,Simulate adversary activities to test the effectiveness of system protections and detection mechanisms.,AT-2(1) | AT-3(3) | CA-8 | CA-8(2) | SC-7(10) | SI-19(8)
T1583,Acquire Infrastructure,CM1161,Collaborate to Counter Adversaries,Collaborate with other entities to counter adversary activities.,PM-16 | SC-30(4) | SI-20
T1584,Compromise Infrastructure,CM2043,Monitor External Sources,Monitor and analyze external information sources for indicators of adversary activities especially those targeting the organization.,AU-13 | AU-13(3) | PM-16 | RA-10 | RA-5(4)
T1585,Establish Accounts,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1585,Establish Accounts,CM2043,Monitor External Sources,Monitor and analyze external information sources for indicators of adversary activities especially those targeting the organization.,AU-13 | AU-13(3) | PM-16 | RA-10 | RA-5(4)
T1586,Compromise Accounts,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1586,Compromise Accounts,CM2043,Monitor External Sources,Monitor and analyze external information sources for indicators of adversary activities especially those targeting the organization.,AU-13 | AU-13(3) | PM-16 | RA-10 | RA-5(4)
T1587,Develop Capabilities,CM2043,Monitor External Sources,Monitor and analyze external information sources for indicators of adversary activities especially those targeting the organization.,AU-13 | AU-13(3) | PM-16 | RA-10 | RA-5(4)
T1588,Obtain Capabilities,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1588,Obtain Capabilities,CM2043,Monitor External Sources,Monitor and analyze external information sources for indicators of adversary activities especially those targeting the organization.,AU-13 | AU-13(3) | PM-16 | RA-10 | RA-5(4)
T1589,Gather Victim Identity Information,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1589,Gather Victim Identity Information,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1589,Gather Victim Identity Information,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1589,Gather Victim Identity Information,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1590,Gather Victim Network Information,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1590,Gather Victim Network Information,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1590,Gather Victim Network Information,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1591,Gather Victim Org Information,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1591,Gather Victim Org Information,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1592,Gather Victim Host Information,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1592,Gather Victim Host Information,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1592,Gather Victim Host Information,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1592,Gather Victim Host Information,CM1160,Conceal Resources from Discovery,Protect the network addresses of system components that are part of managed interfaces from discovery through common tools and techniques such as hiding or relocation.,SC-28(1) | SC-30 | SC-30(5) | SC-7(16)
T1593,Search Open Websites/Domains,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1594,Search Victim-Owned Websites,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1594,Search Victim-Owned Websites,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1595,Active Scanning,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1595,Active Scanning,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1595,Active Scanning,CM1160,Conceal Resources from Discovery,Protect the network addresses of system components that are part of managed interfaces from discovery through common tools and techniques such as hiding or relocation.,SC-28(1) | SC-30 | SC-30(5) | SC-7(16)
T1595,Active Scanning,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1596,Search Open Technical Databases,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1596,Search Open Technical Databases,CM1107,Adversarial Simulation,Simulate adversary activities to test the effectiveness of system protections and detection mechanisms.,AT-2(1) | AT-3(3) | CA-8 | CA-8(2) | SC-7(10) | SI-19(8)
T1596,Search Open Technical Databases,CM1162,Restrict Supply Chain Exposures,Limit an adversary's ability to determine or manipulate the organization's cyber supply chain.,CM-7(7) | SR-10 | SR-11 | SR-3(2) | SR-5 | SR-6(1) | SR-7
T1597,Search Closed Sources,CM1107,Adversarial Simulation,Simulate adversary activities to test the effectiveness of system protections and detection mechanisms.,AT-2(1) | AT-3(3) | CA-8 | CA-8(2) | SC-7(10) | SI-19(8)
T1597,Search Closed Sources,CM1161,Collaborate to Counter Adversaries,Collaborate with other entities to counter adversary activities.,PM-16 | SC-30(4) | SI-20
T1597,Search Closed Sources,CM1162,Restrict Supply Chain Exposures,Limit an adversary's ability to determine or manipulate the organization's cyber supply chain.,CM-7(7) | SR-10 | SR-11 | SR-3(2) | SR-5 | SR-6(1) | SR-7
T1598,Phishing for Information,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1598,Phishing for Information,CM1107,Adversarial Simulation,Simulate adversary activities to test the effectiveness of system protections and detection mechanisms.,AT-2(1) | AT-3(3) | CA-8 | CA-8(2) | SC-7(10) | SI-19(8)
T1598,Phishing for Information,CM1123,Active Decoys,Use one or more factitious systems or other resources to identify malicious sites interact with the adversary actively probe for malicious code and observe adversary TTPs.,SC-26 | SC-35 | SC-44
T1598,Phishing for Information,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1598,Phishing for Information,CM2041,Analyze Network Traffic Content,Analyze the contents of network traffic.,IR-4(13) | SI-4(10) | SI-4(25)
T1599,Network Boundary Bridging,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1599,Network Boundary Bridging,CM1305,Enhance via Heterogeneity,Increase barriers to adversary effectiveness by providing architecturally diverse system components.,AU-9(7) | SC-29 | SC-29(1)
T1599,Network Boundary Bridging,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1599,Network Boundary Bridging,CM2044,Monitor Platform Status,Monitor the status of platforms (e.g. user endpoints servers network devices).,IR-4(13) | SI-4(2)
T1600,Weaken Encryption,CM1111,Execution Restriction,Restrict the sources of executables and the locations in which execution can occur or implement other constraints on execution access.,AC-3(12) | AC-3(13)
T1600,Weaken Encryption,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1601,Modify System Image,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1601,Modify System Image,CM1137,Validate Data Properties,Validate data properties (including binaries metadata and cryptographic bindings) to defend against modification or fabrication.,PL-8(1) | SC-16(1) | SC-16(3) | SI-7 | SI-7(1)
T1601,Modify System Image,CM2009,Software Integrity Check,Perform integrity checks (e.g. using checksums hashes or digital signatures) on software software certificates or metadata.,CM-14 | SI-7 | SI-7(1) | SI-7(6) | SR-4(3)
T1602,Data from Configuration Repository,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1602,Data from Configuration Repository,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1608,Stage Capabilities,CM1162,Restrict Supply Chain Exposures,Limit an adversary's ability to determine or manipulate the organization's cyber supply chain.,CM-7(7) | SR-10 | SR-11 | SR-3(2) | SR-5 | SR-6(1) | SR-7
T1608,Stage Capabilities,CM2043,Monitor External Sources,Monitor and analyze external information sources for indicators of adversary activities especially those targeting the organization.,AU-13 | AU-13(3) | PM-16 | RA-10 | RA-5(4)
T1609,Container Administration Command,CM1111,Execution Restriction,Restrict the sources of executables and the locations in which execution can occur or implement other constraints on execution access.,AC-3(12) | AC-3(13)
T1609,Container Administration Command,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1610,Deploy Container,CM1164,Calibrate Administrative Access,Configure administrator access to resources based on active defense strategies.,AC-6 | AC-6(5) | CM-7(2)
T1610,Deploy Container,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1610,Deploy Container,CM2007,Host Event Detection,Detect anomalous or unauthorized events on hosts (e.g. servers endpoint systems).,CM-8(3) | IR-4(13) | SI-4(2)
T1611,Escape to Host,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1611,Escape to Host,CM2007,Host Event Detection,Detect anomalous or unauthorized events on hosts (e.g. servers endpoint systems).,CM-8(3) | IR-4(13) | SI-4(2)
T1612,Build Image on Host,CM1111,Execution Restriction,Restrict the sources of executables and the locations in which execution can occur or implement other constraints on execution access.,AC-3(12) | AC-3(13)
T1612,Build Image on Host,CM1149,Lock Down Visibility or Access,Restrict the visibility of or access to data based on the nature or attributes of that data.,AC-3(11)
T1612,Build Image on Host,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1612,Build Image on Host,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1613,Container and Resource Discovery,CM1158,Defend Audit Data,Provide mechanisms to protect audit data from modification or observation.,AU-9(1) | AU-9(2)
T1613,Container and Resource Discovery,CM2023,Centralize and Analyze Instance Logging,Centralize instance logging in a cloud or container environment and analyze.,AU-6(5) | IR-4(4)
T1614,System Location Discovery,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1614,System Location Discovery,CM1156,Physically Relocate Resources,Physically move resources (e.g. storage devices servers end-user devices) with concomitant changes to network location.,SC-30(3)
T1614,System Location Discovery,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1614,System Location Discovery,CM2038,Monitor Command Line Use,Monitor command line interface use for common utilities (part of the system or installed by an adversary) and suspicious behavior.,IR-4(13) | SI-4(13) | SI-4(2) | SI-4(4)
